0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511
1.4748359,0.045242928,0.5267102,0.0,1.5677587,0.36321905,0.74919295,0.17912851,0.49480516,0.49583805,0.16294123,0.05681546,0.73802793,0.33812734,1.9834994,1.3267063,0.38233137,0.2624546,0.2584068,0.6699614,0.4763487,0.021010907,0.006125632,0.60501295,0.76742053,0.5439327,0.112720616,1.9850852,0.08262583,1.3810692,0.44707096,0.38828638,0.044555098,2.4374938,0.09351503,2.4367495,0.060343806,1.3858397,0.55400187,0.0,0.28698513,1.501974,0.7316124,0.026361527,0.4908476,1.300679,0.26734284,1.2024925,0.1838079,0.04673916,0.2427102,0.0330198,1.3220748,0.08935058,0.044494834,0.6758057,0.409459,1.1859736,0.3524121,0.05782563,0.072128914,0.42162535,0.06722731,1.3330293,0.735041,0.49065077,0.07058134,0.65400755,0.08501504,0.06267571,0.19487785,0.5616018,0.20378485,0.086552374,0.0060007577,1.2165325,0.5845035,0.8203905,0.28974265,0.7756366,1.113592,0.5115935,0.04700983,0.035008226,0.0063760504,0.58191264,0.52511233,0.22186424,0.012219093,0.07310981,0.40116814,0.59738094,0.45064595,1.0362729,0.1334559,0.92317826,0.14507252,0.15158023,1.9508609,0.018075623,0.35875225,0.7237973,0.0052962312,0.12838966,0.21610437,1.4949489,0.37259725,0.6591356,0.3762698,0.90073484,0.0,1.3140019,0.38744485,0.48621693,1.0719401,0.23672041,0.09053917,0.0,0.016789185,0.3225686,0.4964213,0.07604592,0.472859,1.3081479,0.4275934,0.112840064,0.16023523,0.018169282,0.66757697,0.06897754,0.0357384,0.606251,0.6242914,0.24314815,0.32837275,0.8658879,0.2614929,0.74320984,0.81822926,0.5210859,0.7761253,0.8442863,0.038497087,1.4163235,0.041762065,0.4869011,0.06754542,0.94921875,0.29384324,0.121807575,1.0159748,0.28482378,1.5828797,1.765947,0.63916457,0.5117249,0.308385,1.5603215,0.18258359,0.058497798,0.06511536,0.26529643,0.047777485,0.18851934,0.35674956,0.04699097,0.3213061,1.2954097,0.64380074,0.024423538,0.051529363,0.05513853,1.3166665,0.2537848,1.4315859,0.15108371,0.07750988,1.05677,0.1816365,0.6349521,2.3452053,0.4537964,0.37301967,0.19766465,0.061521113,1.8532974,1.1797734,0.026936261,1.7799793,0.5490478,0.16176122,0.029040905,0.0,1.1624547,0.040954407,0.030330457,0.0605453,1.5448666,0.92481273,0.6532568,0.010803542,1.4563855,1.017798,0.33370963,1.1183454,0.79851514,0.24022466,0.20346369,0.13138999,0.034951553,0.46139586,0.41171065,0.78350663,0.123205476,0.1128949,0.95466477,0.31194577,0.33934104,0.53766274,0.15493612,0.015737608,0.728077,0.21269654,0.2785241,0.01043706,0.9520906,0.76979166,2.2411437,0.15025681,0.05884975,0.09379275,1.1025804,0.43202686,0.3061491,0.527779,0.033410966,0.3912468,0.5674347,0.7680136,0.3409008,0.09109659,0.19998004,0.72308445,0.6175982,1.3774627,0.2864887,0.13311245,0.9431937,2.4453986,1.3561933,0.7736395,1.3256282,0.9679739,0.7428388,0.105285875,0.09562068,0.04407275,0.0026640657,0.36660853,1.2004484,1.0863093,0.3139677,0.293735,0.71075493,1.1439404,0.32710204,0.10305376,0.4571913,0.4862855,0.06289892,0.46584034,0.36399144,0.08785652,0.043829404,0.66436344,0.08894742,0.01864469,0.23481895,0.51062346,0.50965273,0.3408525,1.583451,0.0014880091,0.18381019,0.21439849,0.6387443,0.013171827,0.45331955,0.5161464,1.2926425,0.08858787,1.0473263,0.33155757,0.036292136,0.075408824,0.34507248,0.23726086,0.13601354,0.07751821,0.0,0.026463974,0.23114595,0.22722062,1.082444,0.7626581,0.2057137,0.06732914,0.27143428,0.32947767,0.6190215,0.15168625,0.9216818,0.10108822,0.5532539,0.024824739,1.064512,0.003628053,1.0342742,0.49995154,1.3973404,0.45104238,0.053935245,0.08984213,0.21602763,0.32948416,0.7171714,0.23604493,0.098644264,0.40894374,0.109059595,1.1050997,0.84081,0.09408398,0.100381546,0.1185424,0.31760675,0.21875785,0.5556086,1.4078646,0.06748232,0.15338996,0.21302678,1.0156312,0.9025023,0.21471928,0.007864524,0.0,0.20028467,0.92989826,0.31606257,0.23192857,0.15883519,0.32638693,1.6473724,0.122195,0.059262022,0.8364041,0.093609765,0.20775084,0.06013714,0.76594853,0.2284136,0.8390781,0.17453162,1.1185867,0.785137,0.006606566,0.048159417,0.04986578,0.02991503,1.6940209,0.0051095425,1.0164615,0.8972126,0.17429584,0.4321718,1.4282151,1.3487502,0.65544456,0.45572758,0.66164917,0.19957162,0.043222122,2.0645525,0.29594877,0.07827958,0.03101189,0.16484818,0.049145292,0.11254162,0.081935935,0.4942889,0.054118827,0.11997562,0.30612716,0.22443038,0.09685864,0.9013706,0.11814391,0.008090935,0.14906456,0.47922164,0.2019899,0.35140923,0.24949065,0.83573717,0.6623533,0.6331176,0.16995889,0.15796852,0.47241524,0.16393982,0.0089230975,0.0118177375,0.3745652,0.4301139,0.3331961,0.2656043,0.16448626,1.242709,0.070723385,0.72535986,0.28326523,0.29394487,0.19504866,0.14684072,0.11271017,0.36785161,0.28997394,0.08988193,0.3585309,0.050370596,0.653696,1.0954652,0.07995065,0.050406612,0.16087033,0.19490448,1.1643814,1.9850639,0.016078733,0.7741701,0.37140724,1.5506157,0.7999519,1.7640485,0.045847498,0.5121856,0.091388896,1.1538835,0.04509448,0.88109416,0.55583817,0.3088995,0.4122822,1.2160226,0.16090392,0.08449008,0.013225199,2.3301585,0.17012009,0.29480928,0.2797486,1.139545,0.36368856,1.0632043,0.5384877,0.18640107,0.48097304,1.1827612,0.0076289354,0.047373533,0.07668929,0.62916356,0.10084785,1.8407241,0.024663186,0.4313351,0.37518027,0.9393541,0.081116386,0.09966714,0.24066792,1.4374267,0.37290317,0.6444933,0.1880908,0.04723454,1.0394511,0.13163425,0.9804812,1.3324357,0.4503251,0.11408711,0.32325086,0.7987166,0.22023225,0.14864741,0.2501345,0.611219,0.47367564,2.0051978,0.39054048,2.3625185,1.4444637,0.48465002,0.33700654,1.478428,0.041625198,0.09385782,0.4418829,0.19285451
